ph,Hardness,Solids,Chloramines,Sulfate,Conductivity,Organic_carbon,Trihalomethanes,Turbidity
-0.004750886581558333,-0.3968888482402197,-0.1817359594076931,0.14192878053374447,-0.015564021032769599,-0.8629842828754978,1.8046345475322982,0.04183090334436051,1.1896215881570515
-0.3040118045905449,-0.23133892162582345,1.2234508967291648,-0.199251531321776,0.004587609104261635,-1.1069972663026262,0.13851789256765382,0.09389707528164906,0.7731508751760494
0.5185459696559244,0.8476372163868942,0.13556650341416668,-0.7466628439467419,-0.9194969847871312,-0.47366879855289934,-0.25731297949734244,-1.4694319989391678,-1.889486244760638
0.049730336641890305,-0.4101451918708391,-1.7346960865989303,-2.0814793930091655,-1.5495347530357462,0.01990039109903816,-1.3555641905029794,1.494444731521396,-0.09629109374758502
-0.32302766320524046,-0.5283002776204234,0.48976264886089493,1.386438658941189,0.0025688911095617974,0.8616376185031701,-0.4461265390809122,0.7513953997383618,0.6335455007100864
4.162819006695674,-4.574879932868307,-0.3202221646325887,1.1331589110836413,1.1456217987959627,0.9094655938108283,-0.6600762730634578,0.0024719464426595948,0.1887278159276374
-1.0860674964764068,1.0395116308801864,-0.9241782225018093,1.5819470839857763,0.5084154059495292,0.19397895959471548,0.14886274710689934,0.0024719464426595948,2.422198103474074
2.8362389156828955,-0.5480764167654453,1.3252562924642328,1.2314263717178504,-0.16665346012877638,-0.006811412078080173,1.1370046601880144,-0.46518511589513195,1.5239182932919848
-0.004750886581558333,-1.7535384961681482,-2.1684065476365806,2.034579601509753,0.2662112521740296,1.3115552452736203,-0.9662356420581746,-1.5263843050476062,0.17097876599765244
-0.004750886581558333,1.14812494822386,1.1807515830651627,-0.29632397311980097,0.3951950689515807,-0.021819489221690545,-0.3726265506037862,-0.6546981829095931,0.43168173884083044
0.8935074804237667,-0.270332422950281,-1.2977459715277468,0.4612826817513054,0.5291732444089491,-0.6181754552534947,-0.26702742037388993,-0.46749826932879124,-1.4454207830273316
0.4284568897072728,-0.1460194621875064,-0.257767519800886,0.4715466293924754,0.1835534905381765,-0.5974148462922448,1.4203949956640274,-0.483769079893047,0.5972055513154263
0.22571411684172216,1.4384915589412834,-2.461755742530903,-1.5803661363891648,0.0667290037607197,-0.8046805860097964,1.8784507903372798,1.3061864369921843,-0.6278341448045954
-0.5042788301765615,-0.18620328417641085,-0.8106968864100431,-0.9888554461524923,0.0025688911095617974,0.25155399741729517,-0.08168682148731991,0.09214547760730434,0.39194466871288997
1.4168040924283287,-0.03148618391852665,-0.6098746911621983,1.8911222747004524,-0.8823694411825505,-0.26808872102673276,-2.7570033862942562,-0.6873419994740338,1.9158334926889795
-2.00871888475674,-0.6607393849029647,2.198820167514741,-0.9686766587355254,0.0025688911095617974,-0.01442459280166523,-0.5230311431412384,1.2829008214024125,-0.5873228925726056
0.07525621776533778,-0.8537149568104436,-1.05320008261991,-0.13243622935097918,0.0025688911095617974,1.7225917638026924,-0.5523933769909001,-0.03852580290709939,-0.1487648721178861
-1.2921834481130938,0.12327853351999801,1.7132312327732864,0.1846861436832806,-0.6047404166248287,1.807407525866606,0.9093844216529965,0.542223810863052,-0.8534763502192765
0.10435587744541584,0.17033461177351364,-0.8608157431660173,-0.23347224502385933,-0.5426235730019954,1.3351562822229477,-0.01158976940838362,1.0469896815730442,-0.22712220895788235
0.019413756929561533,0.23307354855447748,0.34698643857515177,-1.0739928778383994,-1.142689775026255,-0.02978106708599516,-0.43086832737119957,-0.6912659670070977,-0.057151012661873196
